Job Titles,AI Impact,Tasks,Task Type,AI Models,Model Sophistication,AI Workload Ratio,Domain
Senior Architect,0.15,1136,Routine,4834,Intermediate,0.235002069,General
Set Designer,0.15,1131,Routine,4772,Intermediate,0.237007544,General
Storyboard Artist,0.15,1137,Routine,4903,Intermediate,0.231898837,General
Venue Manager,0.15,1187,Complex,4970,Intermediate,0.238832998,Management & Administration
Associate Dentist,0.15,674,Routine,2621,Intermediate,0.257153758,General
Behavior Technician,0.15,739,Routine,2905,Intermediate,0.254388985,Engineering & Technology
Care Assistant,0.15,612,Routine,2606,Intermediate,0.234842671,General
Certified Medical Assistant,0.15,701,Routine,2826,Intermediate,0.248053786,General
Chiropractic Assistant,0.15,659,Routine,2721,Intermediate,0.242190371,General
Clinical Assistant,0.15,748,Routine,2966,Intermediate,0.252191504,General
Clinician,0.15,724,Routine,2766,Intermediate,0.261749819,General
Direct Care Professional,0.15,665,Routine,2761,Intermediate,0.240854763,General
Doctor Assistant,0.15,802,Routine,3044,Intermediate,0.26346912,Healthcare
Emergency Medicine Physician Assistant,0.15,319,Routine,1159,Basic,0.275237274,General
Health Aide,0.15,270,Routine,1051,Basic,0.256898192,General
Health Assistant,0.15,272,Routine,1053,Basic,0.258309592,General
Hospice Aide,0.15,276,Routine,1101,Basic,0.250681199,General
Interventional Radiologist,0.15,304,Routine,1140,Basic,0.266666667,General
Lpn,0.15,570,Routine,2178,Intermediate,0.261707989,General
Lvn,0.15,572,Routine,2181,Intermediate,0.262265016,General
Medical Assistant,0.15,703,Routine,2617,Intermediate,0.2686282,General
Mental Health Assistant,0.15,644,Routine,2545,Intermediate,0.253045187,General
Warehouse Lead,0.15,984,Routine,3971,Intermediate,0.247796525,General
Warehouse Supervisor,0.15,984,Routine,3940,Intermediate,0.249746193,General
Bilingual Customer Service,0.15,1275,Routine,4798,Basic,0.265735723,Customer Service
Call Center Representative,0.15,1274,Routine,4798,Intermediate,0.265527303,General
Client Services Manager,0.15,1217,Complex,4757,Intermediate,0.255833509,Management & Administration
Customer Service,0.15,1254,Routine,4766,Basic,0.263113722,Customer Service
Customer Service Representative,0.15,1259,Routine,4772,Basic,0.263830679,Customer Service
Customer Service Supervisor,0.15,1227,Routine,4704,Basic,0.260841837,Customer Service
Director Of Customer Service,0.15,1203,Routine,4658,Intermediate,0.25826535,Management & Administration
Account Executive,0.15,1162,Routine,4586,Intermediate,0.253379852,General
Advertising Director,0.15,1250,Complex,5196,Intermediate,0.240569669,Management & Administration
Animator,0.15,1081,Routine,4149,Intermediate,0.26054471,General
Communications Coordinator,0.15,1224,Routine,5144,Intermediate,0.237947123,General
Assistant Store Manager,0.15,920,Complex,3828,Intermediate,0.240334378,Management & Administration
Bookstore Manager,0.15,888,Complex,3743,Intermediate,0.237242853,Management & Administration
Grocery Manager,0.15,648,Complex,2501,Intermediate,0.259096361,Management & Administration
Meat Manager,0.15,575,Complex,2668,Intermediate,0.215517241,Management & Administration
Produce Manager,0.15,670,Complex,2916,Intermediate,0.229766804,Management & Administration
Assistant Construction Manager,0.15,940,Complex,3773,Intermediate,0.249138616,Management & Administration
Building Official,0.15,908,Routine,3641,Intermediate,0.249382038,General
Chief Estimator,0.15,881,Routine,3492,Intermediate,0.252290951,General
Construction Coordinator,0.15,919,Routine,3601,Intermediate,0.255206887,General
Construction Foreman,0.15,887,Routine,3318,Intermediate,0.267329717,General
Construction Manager,0.15,930,Complex,3696,Intermediate,0.251623377,Management & Administration
Electrical Helper,0.15,251,Routine,996,Basic,0.252008032,General
Fence Installer,0.15,198,Routine,908,Basic,0.218061674,General
Fork Lift Operator,0.15,218,Routine,943,Basic,0.231177094,General
Paver,0.15,201,Routine,1091,Basic,0.184234647,General
Plumber,0.15,189,Routine,1028,Basic,0.18385214,General
Scaffold Builder,0.15,465,Routine,1840,Intermediate,0.252717391,General
Welder,0.15,515,Routine,2097,Intermediate,0.245588937,General
Executive Recruiter,0.15,947,Routine,3897,Intermediate,0.243007442,General
Business Specialist,0.15,1247,Complex,5360,Intermediate,0.232649254,General
Assistant Operations Manager,0.15,1134,Complex,4936,Intermediate,0.229740681,Management & Administration
Paraprofessional,0.15,1040,Routine,4613,Intermediate,0.225449816,General
Chief Diversity Officer,0.15,870,Routine,3222,Intermediate,0.270018622,General
Design Manager,0.15,1297,Complex,5252,Intermediate,0.246953542,Management & Administration
Lacrosse Coach,0.15,399,Routine,1707,Intermediate,0.233743409,General
Swim Coach,0.15,394,Routine,1700,Intermediate,0.231764706,General
Tennis Coach,0.15,392,Routine,1698,Intermediate,0.230859835,General
Volleyball Coach,0.15,393,Routine,1695,Intermediate,0.231858407,General
Wrestling Coach,0.15,392,Routine,1693,Intermediate,0.231541642,General
Electrical Assistant,0.15,336,Routine,1274,Basic,0.263736264,General
Electrician,0.15,324,Routine,1222,Basic,0.265139116,General
Electrician Helper,0.15,316,Routine,1200,Basic,0.263333333,General
Dock Supervisor,0.15,772,Routine,2986,Intermediate,0.258539853,General
Journeyman Electrician,0.15,330,Routine,1256,Basic,0.262738854,General
Journeyman Lineman,0.15,333,Routine,1190,Basic,0.279831933,General
Plant Supervisor,0.15,735,Routine,3079,Intermediate,0.238713868,General
Nurse Supervisor,0.15,552,Routine,2365,Intermediate,0.233403805,Healthcare
Pharmacy Manager,0.15,691,Complex,2759,Intermediate,0.250453063,Management & Administration
Football Coach,0.15,402,Routine,1708,Intermediate,0.235362998,General
Gymnastics Coach,0.15,401,Routine,1749,Intermediate,0.229273871,General
Soccer Coach,0.15,407,Routine,1729,Intermediate,0.235396183,General
Bid Manager,0.15,1060,Complex,4503,Intermediate,0.235398623,Management & Administration
Interpreter,0.15,767,Routine,3843,Intermediate,0.199583659,General
Team Manager,0.15,1131,Complex,4894,Intermediate,0.231099305,Management & Administration
Baggage Handler,0.15,281,Routine,1102,Basic,0.254990926,General
Food Runner,0.15,462,Routine,1985,Intermediate,0.232745592,General
Surveillance Operator,0.15,615,Routine,2665,Intermediate,0.230769231,General
Chief Marketing Officer,0.15,1268,Routine,5313,Intermediate,0.238659891,Sales & Marketing
Executive Director,0.15,1129,Complex,4402,Intermediate,0.25647433,Management & Administration
Managing Director,0.15,1116,Complex,4285,Intermediate,0.260443407,Management & Administration
Senior Vice President,0.15,1065,Routine,4113,Intermediate,0.258935084,General
Helper,0.15,545,Routine,2280,Intermediate,0.239035088,General
Summer Camp Counselor,0.15,990,Routine,4169,Intermediate,0.237467018,General
Property Manager,0.15,1028,Complex,4703,Intermediate,0.218583883,Management & Administration
Real Estate Developer,0.15,956,Routine,4077,Intermediate,0.234486142,General
Inventory Supervisor,0.15,913,Routine,3625,Intermediate,0.251862069,General
Investment Officer,0.15,986,Routine,3652,Intermediate,0.269989047,General
Revenue Manager,0.15,1042,Complex,4230,Intermediate,0.246335697,Management & Administration
Senior Staff Accountant,0.15,941,Routine,3944,Intermediate,0.238590264,General
Admissions Representative,0.15,1082,Routine,4543,Intermediate,0.238168611,General
Assistant Registrar,0.15,988,Routine,4086,Intermediate,0.241801273,General
Junior Copywriter,0.15,1266,Routine,5425,Intermediate,0.233364055,General
Landscape Designer,0.15,694,Routine,3033,Intermediate,0.228816353,General
Business Advisor,0.15,1242,Routine,5280,Intermediate,0.235227273,General
Contract Manager,0.15,1135,Complex,4512,Intermediate,0.251551418,Management & Administration
Director Of Environmental Services,0.15,891,Complex,3549,Intermediate,0.251056636,Management & Administration
Business Assistant,0.15,1127,Routine,4627,Intermediate,0.243570348,General
Diversity Manager,0.15,851,Complex,3555,Intermediate,0.239381153,Management & Administration
Executive,0.15,1191,Routine,4966,Intermediate,0.23983085,General
General Counsel,0.15,1056,Routine,4223,Intermediate,0.2500592,General
Grants Manager,0.15,1047,Complex,4597,Intermediate,0.227757233,Management & Administration
Management Trainee,0.15,942,Routine,3787,Intermediate,0.248745709,General
Medical Director,0.15,821,Complex,3394,Intermediate,0.241897466,Management & Administration
Membership Director,0.15,749,Complex,3073,Intermediate,0.243735763,Management & Administration
President,0.15,756,Routine,3329,Intermediate,0.227095224,General
Principal,0.15,752,Routine,3340,Intermediate,0.225149701,General
Resident Director,0.15,665,Complex,2491,Intermediate,0.26696106,Management & Administration
School Director,0.15,724,Complex,3011,Intermediate,0.240451677,Management & Administration
Vice President,0.15,1127,Routine,4334,Intermediate,0.260036917,General
Part Time Sales Associate,0.15,701,Routine,2858,Intermediate,0.245276417,Sales & Marketing
Sales Clerk,0.15,892,Routine,4091,Basic,0.218039599,Administrative
Sales Contractor,0.15,915,Routine,4355,Intermediate,0.21010333,Sales & Marketing
Sales Engineer,0.15,968,Routine,4215,Intermediate,0.229655991,Engineering & Technology
Sales Professional,0.15,959,Routine,4467,Intermediate,0.214685471,Sales & Marketing
Salesman,0.15,950,Routine,4446,Intermediate,0.213675214,Sales & Marketing
Strategic Account Manager,0.15,1209,Complex,5127,Intermediate,0.235810415,Management & Administration
Technical Sales Manager,0.15,1185,Routine,5065,Intermediate,0.233958539,Management & Administration
Territory Manager,0.15,1122,Complex,4841,Intermediate,0.231770295,Management & Administration
Vendor,0.15,950,Routine,4426,Intermediate,0.214640759,General
Yacht Broker,0.15,886,Routine,3668,Intermediate,0.241548528,General
Certified Nursing Assistant,0.15,438,Routine,1579,Intermediate,0.277390754,General
Clinical Nursing Instructor,0.15,668,Routine,2878,Intermediate,0.232105629,Education
Mds Nurse,0.15,472,Routine,1856,Intermediate,0.254310345,Healthcare
Nurse Anesthetist,0.15,444,Routine,1696,Intermediate,0.261792453,Healthcare
Nurse Educator,0.15,562,Routine,2345,Intermediate,0.239658849,Healthcare
Telephone Triage Nurse,0.15,535,Routine,2609,Intermediate,0.20505941,Healthcare
Triage Nurse,0.15,510,Routine,2369,Intermediate,0.215280709,Healthcare
Camp Director,0.15,805,Complex,3243,Intermediate,0.24822695,Management & Administration
Community Planner,0.15,845,Routine,3610,Intermediate,0.234072022,General
Night,0.15,245,Routine,912,Basic,0.268640351,General
Signing Agent,0.15,333,Routine,1851,Intermediate,0.179902755,General
Traveler,0.15,708,Routine,3088,Intermediate,0.229274611,General
Assistant Engineer,0.15,845,Complex,3010,Intermediate,0.280730897,Engineering & Technology
Boiler Operator,0.15,676,Routine,2196,Intermediate,0.307832423,General
Bridge Inspector,0.15,787,Routine,2764,Intermediate,0.284732272,General
Building Engineer,0.15,1009,Complex,4044,Intermediate,0.24950544,Engineering & Technology
Civil Engineering Technician,0.15,987,Routine,3995,Intermediate,0.247058824,Engineering & Technology
Construction Inspector,0.15,898,Routine,3614,Intermediate,0.248478141,General
Corrosion Technician,0.15,750,Routine,2541,Intermediate,0.295159386,Engineering & Technology
Cost Engineer,0.15,1011,Complex,3766,Intermediate,0.268454594,Engineering & Technology
Director Of Engineering,0.15,1180,Complex,4432,Intermediate,0.266245487,Engineering & Technology
Electrical Engineering Technician,0.15,1075,Routine,4411,Intermediate,0.24370891,Engineering & Technology
Engineering Director,0.15,1159,Complex,4344,Intermediate,0.266804788,Engineering & Technology
Engineering Manager,0.15,1164,Complex,4382,Intermediate,0.265632131,Engineering & Technology
Engineering Technician,0.15,1045,Routine,4243,Intermediate,0.246288004,Engineering & Technology
Gas Technician,0.15,545,Routine,2418,Intermediate,0.225392887,Engineering & Technology
Human Factors Engineer,0.15,729,Complex,2803,Intermediate,0.260078487,Engineering & Technology
Industrial Electrician,0.15,507,Routine,2062,Intermediate,0.245877789,General
Industrial Mechanic,0.15,535,Routine,2331,Intermediate,0.22951523,General
Instrument Technician,0.15,771,Routine,3035,Intermediate,0.254036244,Engineering & Technology
Junior Engineer,0.15,966,Complex,3547,Intermediate,0.272342825,Engineering & Technology
Mechanical Engineering Technician,0.15,469,Routine,1710,Intermediate,0.274269006,Engineering & Technology
Nuclear Engineer,0.15,458,Complex,1671,Intermediate,0.274087373,Engineering & Technology
Plumbing Engineer,0.15,457,Complex,1654,Intermediate,0.276299879,Engineering & Technology
Power Plant Engineer,0.15,152,Complex,626,Basic,0.242811502,Engineering & Technology
Refrigeration Engineer,0.15,122,Complex,500,Basic,0.244,Engineering & Technology
Stationary Engineer,0.15,117,Complex,503,Basic,0.232604374,Engineering & Technology
Utility Locator,0.15,271,Routine,995,Basic,0.272361809,General
Emergency Management,0.15,826,Routine,3271,Intermediate,0.252522164,General
Management Assistant,0.15,962,Routine,3872,Intermediate,0.248450413,General
Office Associate,0.15,982,Routine,3843,Intermediate,0.255529534,General
Office Manager,0.15,1000,Complex,3894,Intermediate,0.256805342,Management & Administration
Operations Associate,0.15,912,Routine,3664,Intermediate,0.248908297,General
Personal Assistant,0.15,1100,Routine,4371,Intermediate,0.251658659,General
Practice Administrator,0.15,832,Routine,3703,Intermediate,0.22468269,General
Practice Manager,0.15,833,Complex,3704,Intermediate,0.224892009,Management & Administration
Senior Executive Assistant,0.15,798,Routine,3866,Intermediate,0.206414899,General
Shift Supervisor,0.15,721,Routine,3260,Intermediate,0.221165644,General
Team Lead,0.15,1183,Routine,5129,Intermediate,0.230649249,General
Aircraft Dispatcher,0.15,450,Routine,1829,Intermediate,0.246036085,General
Aircraft Electrician,0.15,371,Routine,1529,Intermediate,0.24264225,General
Airport Attendant,0.15,333,Routine,1591,Intermediate,0.209302326,General
Bus Aide,0.15,256,Routine,995,Basic,0.257286432,General
Dispatch Manager,0.15,832,Complex,3352,Intermediate,0.248210024,Management & Administration
Fleet Coordinator,0.15,666,Routine,2965,Intermediate,0.224620573,General
Fleet Mechanic,0.15,630,Routine,2580,Intermediate,0.244186047,General
Flight Coordinator,0.15,676,Routine,3031,Intermediate,0.223028703,General
Flight Engineer,0.15,459,Complex,1956,Intermediate,0.234662577,Engineering & Technology
Helicopter Mechanic,0.15,426,Routine,1804,Intermediate,0.236141907,General
Patient Escort,0.15,459,Routine,1880,Intermediate,0.244148936,General
Signal Maintainer,0.15,115,Routine,440,Basic,0.261363636,General
Terminal Operator,0.15,481,Routine,1893,Intermediate,0.254094031,General
Traffic Controller,0.15,499,Routine,2201,Intermediate,0.226715129,General
Transit Bus Driver,0.15,322,Routine,1266,Basic,0.254344392,General
Transit Operator,0.15,325,Routine,1277,Basic,0.254502741,General
Transport Driver,0.15,317,Routine,1305,Basic,0.242911877,General
Van Driver,0.15,314,Routine,1244,Basic,0.252411576,General
Bakery Assistant,0.15,366,Routine,1362,Basic,0.268722467,General
Barback,0.15,308,Routine,1246,Basic,0.247191011,General
Substation Technician,0.16,498,Routine,2066,Intermediate,0.241045499,Engineering & Technology
Tower Crane Operator,0.16,481,Routine,1909,Intermediate,0.251964379,General
Pump Operator,0.17,487,Routine,2005,Intermediate,0.242892768,General
Roustabout,0.17,468,Routine,1837,Intermediate,0.254763201,General
School Custodian,0.17,578,Routine,2449,Intermediate,0.2360147,General
Steamfitter,0.17,486,Routine,2023,Intermediate,0.240237271,General
Steel Worker,0.17,483,Routine,1917,Intermediate,0.251956182,General
Automotive Detailer,0.18,392,Routine,1373,Basic,0.285506191,General
Automotive Service Advisor,0.18,494,Routine,2081,Intermediate,0.237385872,General
Bike Mechanic,0.18,327,Routine,1249,Basic,0.261809448,General
Crew Member,0.18,504,Routine,1900,Intermediate,0.265263158,General
Exterminator,0.18,208,Routine,946,Basic,0.21987315,General
Facilities Assistant,0.18,382,Routine,1845,Intermediate,0.20704607,General
Farm Worker,0.18,203,Routine,822,Basic,0.246958637,General
Handyman,0.18,212,Routine,919,Basic,0.230685528,General
