Job Titles,AI Impact,Tasks,AI Models,AI Workload Ratio,Domain
Radio Producer,0.20,279,1975,0.141265823,Sales & Marketing
Reporter,0.20,410,2673,0.153385709,Hospitality
Research Assistant,0.20,404,2608,0.154907975,Communication & PR
Senior Editor,0.20,412,2716,0.151693667,Data & IT
Service Writer,0.20,350,2494,0.140336808,Administrative & Clerical
Sports Producer,0.20,322,2379,0.135350988,Leadership & Strategy
Staff Writer,0.20,357,2162,0.165124884,Medical & Healthcare
Studio Manager,0.20,362,2587,0.139930421,Supply Chain & Logistics
Talent Coordinator,0.20,288,2135,0.134894614,Law Enforcement
Technical Editor,0.20,400,2664,0.15015015,Construction
Quality Assurance,0.20,217,1858,0.11679225,Sales & Marketing
Quality Assurance Associate,0.20,216,1520,0.142105263,Hospitality
Quality Assurance Auditor,0.20,212,1514,0.14002642,Communication & PR
Quality Assurance Director,0.20,226,1581,0.142947502,Data & IT
Quality Assurance Manager,0.20,235,1612,0.145781638,Administrative & Clerical
Quality Auditor,0.20,214,1526,0.140235911,Leadership & Strategy
Quality Consultant,0.20,224,1839,0.121805329,Medical & Healthcare
Quality Control,0.20,213,1801,0.118267629,Supply Chain & Logistics
Quality Control Assistant,0.20,206,1452,0.141873278,Law Enforcement
Quality Control Associate,0.20,209,1462,0.142954856,Construction
Quality Control Chemist,0.20,151,1430,0.105594406,Sales & Marketing
Quality Control Manager,0.20,228,1858,0.122712594,Hospitality
Quality Control Supervisor,0.20,226,1854,0.121898598,Communication & PR
Quality Coordinator,0.20,220,1557,0.141297367,Data & IT
Quality Improvement Specialist,0.20,225,1540,0.146103896,Administrative & Clerical
Quality Manager,0.20,234,1897,0.123352662,Leadership & Strategy
Quality Specialist,0.20,224,1554,0.144144144,Medical & Healthcare
Quality Supervisor,0.20,219,1844,0.118763557,Supply Chain & Logistics
Supplier Quality Manager,0.20,265,1755,0.150997151,Law Enforcement
Test Coordinator,0.20,209,1536,0.136067708,Construction
Test Manager,0.20,200,1443,0.138600139,Sales & Marketing
Testing Coordinator,0.20,201,1414,0.142149929,Hospitality
Configuration Analyst,0.20,6,46,0.130434783,Communication & PR
Development Engineer,0.20,6,46,0.130434783,Data & IT
Director Of Software Engineering,0.20,6,46,0.130434783,Administrative & Clerical
Integration Architect,0.20,274,1708,0.160421546,Leadership & Strategy
Java Architect,0.20,263,1662,0.158243081,Medical & Healthcare
Line Cook,0.20,33,183,0.180327869,Supply Chain & Logistics
Pastry Chef,0.20,63,459,0.137254902,Law Enforcement
Pastry Cook,0.20,61,454,0.134361233,Construction
Pizza Cook,0.20,83,879,0.094425484,Sales & Marketing
Pizza Maker,0.20,83,879,0.094425484,Hospitality
Resident Manager,0.20,221,1437,0.153792624,Communication & PR
Restaurant Consultant,0.20,209,1591,0.131363922,Data & IT
Runner,0.20,54,363,0.148760331,Administrative & Clerical
Sandwich Maker,0.20,52,358,0.145251397,Leadership & Strategy
Service Worker,0.20,81,580,0.139655172,Medical & Healthcare
Short Order Cook,0.20,56,825,0.067878788,Supply Chain & Logistics
Spa Attendant,0.20,76,468,0.162393162,Law Enforcement
Spa Director,0.20,96,539,0.178107607,Construction
Tour Guide,0.20,158,1346,0.117384844,Sales & Marketing
Valet Driver,0.20,114,1112,0.102517986,Hospitality
Winemaker,0.20,102,1030,0.099029126,Communication & PR
Care Provider,0.20,6,20,0.3,Data & IT
Direct Care Staff,0.20,6,20,0.3,Administrative & Clerical
Elderly Caregiver,0.20,144,927,0.155339806,Leadership & Strategy
Embalmer,0.20,71,730,0.097260274,Medical & Healthcare
Funeral Assistant,0.20,71,654,0.108562691,Supply Chain & Logistics
House Cleaner,0.20,36,210,0.171428571,Law Enforcement
Housekeeping,0.20,41,262,0.15648855,Construction
Maid,0.20,25,154,0.162337662,Sales & Marketing
Personal Care Aide,0.20,131,922,0.14208243,Hospitality
Personal Chef,0.20,64,475,0.134736842,Communication & PR
Private Chef,0.20,90,932,0.096566524,Data & IT
Crossing Guard,0.20,2,0,inf,Administrative & Clerical
Facility Security Officer,0.20,152,1179,0.128922816,Leadership & Strategy
Fire Chief,0.20,167,1179,0.141645462,Medical & Healthcare
Forensic Nurse,0.20,145,1096,0.13229927,Supply Chain & Logistics
Jailer,0.20,35,253,0.138339921,Law Enforcement
Park Ranger,0.20,79,601,0.131447587,Construction
Security Assistant,0.20,98,609,0.16091954,Sales & Marketing
Security Officer,0.20,96,630,0.152380952,Hospitality
Training Officer,0.20,221,1598,0.138297872,Communication & PR
Citrix Administrator,0.20,6,46,0.130434783,Data & IT
Computer Engineer,0.20,6,46,0.130434783,Administrative & Clerical
Console Operator,0.20,6,46,0.130434783,Leadership & Strategy
Cyber Security Analyst,0.20,7,54,0.12962963,Medical & Healthcare
Deployment Manager,0.20,6,46,0.130434783,Supply Chain & Logistics
Desktop Support Manager,0.20,6,46,0.130434783,Law Enforcement
Electronic Technician,0.20,144,1129,0.127546501,Construction
Functional Consultant,0.20,219,1431,0.153039832,Sales & Marketing
Help Desk Manager,0.20,264,1777,0.148564997,Hospitality
Information Security Analyst,0.20,262,1785,0.146778711,Communication & PR
Information Security Manager,0.20,264,1785,0.14789916,Data & IT
Information Technology Technician,0.20,260,1703,0.152671756,Administrative & Clerical
Integration Specialist,0.20,277,1789,0.154835103,Leadership & Strategy
It Auditor,0.20,241,1582,0.152338812,Medical & Healthcare
Modeler,0.20,154,1215,0.126748971,Supply Chain & Logistics
Network Manager,0.20,177,1045,0.16937799,Law Enforcement
Pacs Administrator,0.20,189,1089,0.173553719,Construction
Technical Coordinator,0.20,344,2461,0.139780577,Sales & Marketing
Technical Recruiter,0.20,257,1377,0.186637618,Hospitality
Technical Specialist,0.20,193,1421,0.135819845,Communication & PR
Technology Director,0.20,191,1401,0.136331192,Data & IT
Web Editor,0.20,219,1496,0.146390374,Administrative & Clerical
Counselor,0.20,8,31,0.258064516,Leadership & Strategy
Direct Care Worker,0.20,6,20,0.3,Medical & Healthcare
Drug And Alcohol Counselor,0.20,201,1360,0.147794118,Supply Chain & Logistics
Guidance Counselor,0.20,226,1391,0.162473041,Law Enforcement
Marriage And Family Therapist,0.20,121,717,0.168758717,Construction
Front Office Manager,0.20,1,2,0.5,Sales & Marketing
Health Educator,0.20,709,2796,0.253576538,Hospitality
Medical Courier,0.20,742,3149,0.235630359,Communication & PR
Medical Science Liaison,0.20,988,3937,0.250952502,Data & IT
Nurse Administrator,0.20,893,3569,0.250210143,Administrative & Clerical
Nurse Coordinator,0.20,892,3415,0.261200586,Leadership & Strategy
Nurse Manager,0.20,900,3448,0.261020882,Medical & Healthcare
Nursing Supervisor,0.20,815,2976,0.273857527,Supply Chain & Logistics
Patient Liaison,0.20,800,3265,0.245022971,Law Enforcement
Pharmacy Supervisor,0.20,782,2927,0.267167749,Construction
Rehab Aide,0.20,626,2893,0.216384376,Sales & Marketing
Rehab Director,0.20,844,3350,0.251940299,Hospitality
City Manager,0.20,844,3512,0.240318907,Communication & PR
City Planner,0.20,845,3511,0.240672173,Data & IT
Forensic Social Worker,0.20,647,2667,0.242594676,Administrative & Clerical
Park Manager,0.20,734,3128,0.234654731,Leadership & Strategy
Psychiatric Social Worker,0.20,751,3159,0.23773346,Medical & Healthcare
Public Health Advisor,0.20,902,3456,0.26099537,Supply Chain & Logistics
Social Worker,0.20,886,3413,0.259595664,Law Enforcement
Procurement Manager,0.20,1089,4060,0.268226601,Construction
Purchasing Manager,0.20,1184,4682,0.252883383,Sales & Marketing
Supply Chain Manager,0.20,1199,4710,0.254564756,Hospitality
Exercise Physiologist,0.20,645,2517,0.256257449,Communication & PR
Fitness Instructor,0.20,656,2559,0.256350137,Data & IT
Group Exercise Instructor,0.20,653,2528,0.258306962,Administrative & Clerical
Group Fitness Instructor,0.20,649,2520,0.257539683,Leadership & Strategy
Gymnastics Instructor,0.20,601,2290,0.262445415,Medical & Healthcare
Head Coach,0.20,663,2742,0.241794311,Supply Chain & Logistics
Pilates Instructor,0.20,329,1139,0.288849868,Law Enforcement
Strength And Conditioning Coach,0.20,730,2920,0.25,Construction
Tennis Instructor,0.20,747,3085,0.242139384,Sales & Marketing
Training Instructor,0.20,1122,4338,0.258644537,Hospitality
Board Operator,0.20,786,3443,0.228289283,Communication & PR
Curriculum Writer,0.20,1119,4992,0.224158654,Data & IT
Digital Archivist,0.20,1128,4433,0.254455222,Administrative & Clerical
Freelance Copywriter,0.20,1190,4933,0.241232516,Leadership & Strategy
Freelance Writer,0.20,1186,4899,0.242090222,Medical & Healthcare
Managing Editor,0.20,1170,5035,0.232373386,Supply Chain & Logistics
Script Writer,0.20,1299,5364,0.242170022,Law Enforcement
Senior Technical Writer,0.20,1358,5371,0.252839322,Construction
Sports Writer,0.20,1247,4990,0.2498998,Sales & Marketing
Telecommunications Manager,0.20,1175,4643,0.253069136,Hospitality
Writer,0.20,1314,5319,0.247038917,Communication & PR
Optical Engineer,0.20,630,2780,0.226618705,Data & IT
Petroleum Engineer,0.20,598,2679,0.223217619,Administrative & Clerical
Plant Engineer,0.20,626,2714,0.230655859,Leadership & Strategy
Plastics Engineer,0.20,628,2773,0.226469528,Medical & Healthcare
Port Engineer,0.20,538,2554,0.210649961,Supply Chain & Logistics
Product Safety Engineer,0.20,650,2800,0.232142857,Law Enforcement
Radar Technician,0.20,611,2771,0.220498015,Construction
Railroad Engineer,0.20,543,2285,0.237636761,Sales & Marketing
Satellite Technician,0.20,646,2796,0.231044349,Hospitality
Water Resource Engineer,0.20,695,2843,0.244460077,Communication & PR
Media Assistant,0.20,1221,5112,0.238849765,Data & IT
Office Administrative Assistant,0.20,1181,4661,0.253379103,Administrative & Clerical
Operations Assistant,0.20,1234,4776,0.258375209,Leadership & Strategy
Program Administrator,0.20,1339,5294,0.252927843,Medical & Healthcare
Program Associate,0.20,1329,5313,0.250141163,Supply Chain & Logistics
Residence Manager,0.20,895,3577,0.250209673,Law Enforcement
Support Manager,0.20,1186,4632,0.256044905,Construction
Team Leader,0.20,1185,4540,0.261013216,Sales & Marketing
Airline Pilot,0.20,314,1253,0.250598563,Hospitality
Boat Captain,0.20,303,1157,0.261884183,Communication & PR
Commercial Diver,0.20,308,1236,0.249190939,Data & IT
Dispatcher,0.20,873,3839,0.22740297,Administrative & Clerical
First Officer,0.20,281,1113,0.2524708,Leadership & Strategy
Flight Dispatcher,0.20,472,1903,0.248029427,Medical & Healthcare
Freight Broker,0.20,740,2997,0.24691358,Supply Chain & Logistics
Helicopter Pilot,0.20,262,1054,0.24857685,Law Enforcement
Petroleum Inspector,0.20,561,2455,0.228513238,Construction
Pilot,0.20,258,1487,0.173503699,Sales & Marketing
Private Pilot,0.20,227,1299,0.174749808,Hospitality
Transportation Driver,0.20,609,2466,0.246958637,Communication & PR
Transportation Specialist,0.20,840,3470,0.242074928,Data & IT
Transporter,0.20,613,2475,0.247676768,Administrative & Clerical
Baker,0.20,316,1344,0.235119048,Leadership & Strategy
Bar Server,0.20,425,1725,0.246376812,Medical & Healthcare
Beverage Server,0.20,440,1748,0.251716247,Supply Chain & Logistics
Butler,0.20,370,1457,0.253946465,Law Enforcement
Campground Manager,0.20,701,3099,0.226202001,Construction
Catering Assistant,0.20,469,2051,0.228668942,Sales & Marketing
Chef,0.20,362,1488,0.24327957,Hospitality
Chef Assistant,0.20,356,1506,0.236387782,Communication & PR
Cocktail Waitress,0.20,452,1771,0.255223038,Data & IT
Dietary Cook,0.20,348,1441,0.241498959,Administrative & Clerical
Enologist,0.20,407,1554,0.261904762,Leadership & Strategy
Fine Dining Server,0.20,550,2139,0.2571295,Medical & Healthcare
Food Safety Specialist,0.20,786,3041,0.258467609,Supply Chain & Logistics
Food Server,0.20,552,2033,0.271519921,Law Enforcement
Food Stylist,0.20,589,2348,0.250851789,Construction
Innkeeper,0.20,781,3235,0.241421947,Sales & Marketing
Nutrition Assistant,0.20,613,2451,0.250101999,Hospitality
Occupational Therapist,0.20,557,2207,0.252378795,Communication & PR
Optometrist,0.20,457,1866,0.244908896,Data & IT
Palliative Care Nurse Practitioner,0.20,617,2411,0.255910411,Administrative & Clerical
Patient Care Assistant,0.20,672,2835,0.237037037,Leadership & Strategy
Patient Care Specialist,0.20,771,3213,0.239962652,Medical & Healthcare
Pediatric Occupational Therapist,0.20,541,2167,0.249653899,Supply Chain & Logistics
Pediatric Physical Therapist,0.20,539,2165,0.248960739,Law Enforcement
Physiologist,0.20,517,2470,0.209311741,Construction
Psychological Assistant,0.20,696,2863,0.243101642,Sales & Marketing
Radiologist,0.20,554,2214,0.250225836,Hospitality
Rn Supervisor,0.20,669,2703,0.247502775,Communication & PR
Nurse Extern,0.21,133,771,0.172503243,Construction
Private Duty Nurse,0.21,114,1168,0.09760274,Sales & Marketing
Student Nurse,0.21,81,378,0.214285714,Hospitality
Category Manager,0.21,6,46,0.130434783,Communication & PR
Tour Manager,0.22,192,1442,0.133148405,Data & IT
Unit Manager,0.22,182,1386,0.131313131,Administrative & Clerical
Validation Manager,0.22,174,1326,0.131221719,Leadership & Strategy
Vice President Of Sales,0.22,202,1458,0.138545953,Medical & Healthcare
Car Dealer,0.22,5,20,0.25,Supply Chain & Logistics
Distribution Supervisor,0.22,8,57,0.140350877,Law Enforcement
Jewelry Consultant,0.22,155,1189,0.130361648,Construction
Licensed Customs Broker,0.22,167,1252,0.133386581,Sales & Marketing
Sales Coach,0.22,285,1996,0.142785571,Hospitality
Sales Director,0.22,296,2158,0.137164041,Communication & PR
Sales Supervisor,0.22,295,2169,0.136007377,Data & IT
Technical Sales,0.22,382,2377,0.160706773,Administrative & Clerical
Technical Sales Representative,0.22,198,1424,0.139044944,Leadership & Strategy
Technology Sales,0.22,197,1447,0.136143746,Medical & Healthcare
Territory Sales Representative,0.22,188,1395,0.134767025,Supply Chain & Logistics
Wine Sales Representative,0.22,171,1321,0.129447388,Law Enforcement
Sales Manager,0.23,293,1997,0.14672008,Hospitality
Senior Operations Manager,0.23,260,1861,0.139709833,Communication & PR
Program Manager,0.24,276,2003,0.13779331,Leadership & Strategy
Public Relations Manager,0.24,291,2380,0.122268908,Medical & Healthcare
Real Estate Manager,0.24,272,2354,0.115548003,Supply Chain & Logistics
Regional Operations Manager,0.24,254,1877,0.135322323,Law Enforcement
Regional Sales Director,0.24,270,1942,0.139031926,Construction
Regulatory Affairs Manager,0.24,259,1843,0.140531742,Sales & Marketing
Sous Chef,0.25,293,966,0.303312629,Sales & Marketing
Team Member,0.25,407,1132,0.359540636,Hospitality
Wine Consultant,0.25,323,1073,0.301025163,Communication & PR
Hairstylist,0.25,127,992,0.128024194,Data & IT
Home Care Aide,0.25,154,1106,0.139240506,Administrative & Clerical
Midwife,0.25,327,1006,0.325049702,Leadership & Strategy
Personal Care Assistant,0.25,382,1125,0.339555556,Medical & Healthcare
Provider,0.25,386,1100,0.350909091,Supply Chain & Logistics
Recreation Leader,0.25,600,1484,0.404312668,Law Enforcement
Shopper,0.25,366,1162,0.314974182,Construction
Youth Advocate,0.25,434,1230,0.352845528,Sales & Marketing
Youth Coordinator,0.25,237,1485,0.15959596,Hospitality
Youth Specialist,0.25,229,1458,0.157064472,Communication & PR
Combat Engineer,0.25,72,569,0.126537786,Data & IT
Fire Marshal,0.25,200,1658,0.120627262,Administrative & Clerical
Hospital Security Officer,0.25,171,1185,0.144303797,Leadership & Strategy
Safety Officer,0.25,463,1279,0.362001564,Medical & Healthcare
Security Agent,0.25,294,937,0.313767343,Supply Chain & Logistics
Traffic Coordinator,0.25,610,1701,0.358612581,Law Enforcement
Change Manager,0.25,241,1573,0.153210426,Construction
Desktop Engineer,0.25,214,1711,0.125073057,Sales & Marketing
Desktop Support Analyst,0.25,247,1585,0.155835962,Hospitality
Enterprise Architect,0.25,242,1885,0.128381963,Communication & PR
Exchange Administrator,0.25,260,1835,0.141689373,Data & IT
Gis Manager,0.25,264,1844,0.143167028,Administrative & Clerical
Instructional Technology Specialist,0.25,288,1982,0.14530777,Leadership & Strategy
Noc Technician,0.25,460,1277,0.360219264,Medical & Healthcare
Support Analyst,0.25,805,2322,0.346683893,Supply Chain & Logistics
Technical Analyst,0.25,836,2289,0.365224989,Law Enforcement
Technical Trainer,0.25,867,2423,0.357820883,Construction
Family Therapist,0.25,221,1724,0.128190255,Sales & Marketing
Health Psychologist,0.25,211,1626,0.129766298,Hospitality
Peer Counselor,0.25,529,1380,0.383333333,Communication & PR
Residence Counselor,0.25,505,1348,0.37462908,Data & IT
Substance Abuse Counselor,0.25,374,1046,0.357552581,Administrative & Clerical
Mri Technician,0.25,329,1062,0.309792844,Leadership & Strategy
Mri Technologist,0.25,330,1065,0.309859155,Medical & Healthcare
Nuclear Medicine Technologist,0.25,321,1071,0.299719888,Supply Chain & Logistics
Operating Room Assistant,0.25,306,1037,0.295081967,Law Enforcement
Pathologist Assistant,0.25,307,1020,0.300980392,Construction
Patient Coordinator,0.25,524,1538,0.340702211,Sales & Marketing
Perfusionist,0.25,293,981,0.298674822,Hospitality
Pharmacy Assistant,0.25,324,1008,0.321428571,Communication & PR
Physical Therapist Assistant,0.25,266,977,0.272262027,Data & IT
Radiology,0.25,366,1444,0.253462604,Administrative & Clerical
Vaccinator,0.25,163,543,0.300184162,Leadership & Strategy
Aircraft Inspector,0.25,103,999,0.103103103,Medical & Healthcare
Audio Visual Technician,0.25,172,1241,0.138597905,Supply Chain & Logistics
Auto Body Painter,0.25,94,883,0.106455266,Law Enforcement
Automotive Service Manager,0.25,133,1044,0.127394636,Construction
Cabinet Installer,0.25,80,575,0.139130435,Sales & Marketing
